month	price
2025-01	4.729992379851541
2025-02	4.342386873190333
2025-03	3.8997678598329384
2025-04	3.954036584411267
2025-05	3.667816770570175
2025-06	3.4056290183105986
2025-07	3.3717369320413284
2025-08	3.6775073959354434
2025-09	3.8456666296553252
2025-10	4.1401021898106976
2025-11	4.69953781759375
2025-12	5.134389286497977
