month	price
2024-01-01	4.575410427752589
2024-02-01	4.271943762791482
2024-03-01	3.8374770978303765
2024-04-01	3.9039604328692707
2024-05-01	3.611043767908167
2024-06-01	3.3278271029470616
2024-07-01	3.214860437985958
2024-08-01	3.4786437730248556
2024-09-01	3.538677108063753
2024-10-01	3.8509604431026503
2024-11-01	4.29099377814155
2024-12-01	4.649602113180449
